업체명,업종,주소,전화번호,평점,리뷰수,연락상태,나우링크URL,네이버플레이스URL,수집일시
"멋짐 서면점",헬스장,"부산광역시 부산진구 서전로9번길 20 헤도인파크에비뉴 2층",,,,pending,https://www.nowlink.kr/store/fitness-부산-2,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 연산점",헬스장,"부산광역시 연제구 반송로 21 5층,6층",,,,pending,https://www.nowlink.kr/store/fitness-부산-3,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"건담짐 미국감성프리미엄헬스&amp;PT",헬스장,"부산광역시 동래구 온천천로 391 1층 건담짐",,,,pending,https://www.nowlink.kr/store/fitness-부산-4,https://blog.naver.com/rlarjsdn12433,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 동래점",헬스장,"부산광역시 동래구 명륜로103번길 8 스카이뷰 4층, 5층",,,,pending,https://www.nowlink.kr/store/fitness-부산-5,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"피트니스스퀘어 헬스&amp;PT&amp;기구필라테스 서면점",헬스장,"부산광역시 부산진구 동천로 70 서면쌍용플래티넘상가 3층 피트니스스퀘어 서면 헬스",,,,pending,https://www.nowlink.kr/store/fitness-부산-6,https://open.kakao.com/o/sksoe31e,2026-04-27T01:58:40.119Z
"멋짐 서면점",헬스장,"부산광역시 부산진구 서전로9번길 20 헤도인파크에비뉴 2층",,,,pending,https://www.nowlink.kr/store/fitness-부산-7,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 연산점",헬스장,"부산광역시 연제구 반송로 21 5층,6층",,,,pending,https://www.nowlink.kr/store/fitness-부산-8,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"건담짐 미국감성프리미엄헬스&amp;PT",헬스장,"부산광역시 동래구 온천천로 391 1층 건담짐",,,,pending,https://www.nowlink.kr/store/fitness-부산-9,https://blog.naver.com/rlarjsdn12433,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 동래점",헬스장,"부산광역시 동래구 명륜로103번길 8 스카이뷰 4층, 5층",,,,pending,https://www.nowlink.kr/store/fitness-부산-10,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"피트니스스퀘어 헬스&amp;PT&amp;기구필라테스 서면점",헬스장,"부산광역시 부산진구 동천로 70 서면쌍용플래티넘상가 3층 피트니스스퀘어 서면 헬스",,,,pending,https://www.nowlink.kr/store/fitness-부산-11,https://open.kakao.com/o/sksoe31e,2026-04-27T01:58:40.119Z
"멋짐 서면점",헬스장,"부산광역시 부산진구 서전로9번길 20 헤도인파크에비뉴 2층",,,,pending,https://www.nowlink.kr/store/fitness-부산-12,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 연산점",헬스장,"부산광역시 연제구 반송로 21 5층,6층",,,,pending,https://www.nowlink.kr/store/fitness-부산-13,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"건담짐 미국감성프리미엄헬스&amp;PT",헬스장,"부산광역시 동래구 온천천로 391 1층 건담짐",,,,pending,https://www.nowlink.kr/store/fitness-부산-14,https://blog.naver.com/rlarjsdn12433,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 동래점",헬스장,"부산광역시 동래구 명륜로103번길 8 스카이뷰 4층, 5층",,,,pending,https://www.nowlink.kr/store/fitness-부산-15,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"피트니스스퀘어 헬스&amp;PT&amp;기구필라테스 서면점",헬스장,"부산광역시 부산진구 동천로 70 서면쌍용플래티넘상가 3층 피트니스스퀘어 서면 헬스",,,,pending,https://www.nowlink.kr/store/fitness-부산-16,https://open.kakao.com/o/sksoe31e,2026-04-27T01:58:40.119Z
"멋짐 서면점",헬스장,"부산광역시 부산진구 서전로9번길 20 헤도인파크에비뉴 2층",,,,pending,https://www.nowlink.kr/store/fitness-부산-17,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 연산점",헬스장,"부산광역시 연제구 반송로 21 5층,6층",,,,pending,https://www.nowlink.kr/store/fitness-부산-18,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"건담짐 미국감성프리미엄헬스&amp;PT",헬스장,"부산광역시 동래구 온천천로 391 1층 건담짐",,,,pending,https://www.nowlink.kr/store/fitness-부산-19,https://blog.naver.com/rlarjsdn12433,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 동래점",헬스장,"부산광역시 동래구 명륜로103번길 8 스카이뷰 4층, 5층",,,,pending,https://www.nowlink.kr/store/fitness-부산-20,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"피트니스스퀘어 헬스&amp;PT&amp;기구필라테스 서면점",헬스장,"부산광역시 부산진구 동천로 70 서면쌍용플래티넘상가 3층 피트니스스퀘어 서면 헬스",,,,pending,https://www.nowlink.kr/store/fitness-부산-21,https://open.kakao.com/o/sksoe31e,2026-04-27T01:58:40.119Z
"멋짐 서면점",헬스장,"부산광역시 부산진구 서전로9번길 20 헤도인파크에비뉴 2층",,,,pending,https://www.nowlink.kr/store/fitness-부산-22,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 연산점",헬스장,"부산광역시 연제구 반송로 21 5층,6층",,,,pending,https://www.nowlink.kr/store/fitness-부산-23,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"건담짐 미국감성프리미엄헬스&amp;PT",헬스장,"부산광역시 동래구 온천천로 391 1층 건담짐",,,,pending,https://www.nowlink.kr/store/fitness-부산-24,https://blog.naver.com/rlarjsdn12433,2026-04-27T01:58:40.119Z
"멋짐 헬스&amp;PT 동래점",헬스장,"부산광역시 동래구 명륜로103번길 8 스카이뷰 4층, 5층",,,,pending,https://www.nowlink.kr/store/fitness-부산-25,https://blog.naver.com/mutgym8689,2026-04-27T01:58:40.119Z
"커넥트짐 구월동 헬스&amp;PT",헬스장,"인천광역시 남동구 인주대로 593 엔타스빌딩 1층 커넥트짐 구월점",,,,pending,https://www.nowlink.kr/store/fitness-인천-1,https://www.instagram.com/connectgym.pro,2026-04-27T01:58:41.135Z
"샤머니짐 송도점",헬스장,"인천광역시 연수구 컨벤시아대로 81 드림시티 7층",,,,pending,https://www.nowlink.kr/store/fitness-인천-2,https://www.instagram.com/shamanigym/,2026-04-27T01:58:41.135Z
"더피티짐 프리미엄 학원가점",헬스장,"인천광역시 연수구 해돋이로 160-19 카리스프라자 3층 301호",,,,pending,https://www.nowlink.kr/store/fitness-인천-3,https://theptgym.clickn.co.kr/,2026-04-27T01:58:41.135Z
"미라클짐 삼산점 헬스 GX 필라테스",헬스장,"인천광역시 부평구 길주로 643 거림타워 13층,14층",,,,pending,https://www.nowlink.kr/store/fitness-인천-4,https://www.instagram.com/miracle.gym02,2026-04-27T01:58:41.135Z
"스포애니 부평시장역점",헬스장,"인천광역시 부평구 부평대로 83 강남타워 9, 10층",,,,pending,https://www.nowlink.kr/store/fitness-인천-5,https://blog.naver.com/spoany_70,2026-04-27T01:58:41.135Z
"커넥트짐 구월동 헬스&amp;PT",헬스장,"인천광역시 남동구 인주대로 593 엔타스빌딩 1층 커넥트짐 구월점",,,,pending,https://www.nowlink.kr/store/fitness-인천-6,https://www.instagram.com/connectgym.pro,2026-04-27T01:58:41.135Z
"샤머니짐 송도점",헬스장,"인천광역시 연수구 컨벤시아대로 81 드림시티 7층",,,,pending,https://www.nowlink.kr/store/fitness-인천-7,https://www.instagram.com/shamanigym/,2026-04-27T01:58:41.135Z
"더피티짐 프리미엄 학원가점",헬스장,"인천광역시 연수구 해돋이로 160-19 카리스프라자 3층 301호",,,,pending,https://www.nowlink.kr/store/fitness-인천-8,https://theptgym.clickn.co.kr/,2026-04-27T01:58:41.135Z
"미라클짐 삼산점 헬스 GX 필라테스",헬스장,"인천광역시 부평구 길주로 643 거림타워 13층,14층",,,,pending,https://www.nowlink.kr/store/fitness-인천-9,https://www.instagram.com/miracle.gym02,2026-04-27T01:58:41.135Z
"스포애니 부평시장역점",헬스장,"인천광역시 부평구 부평대로 83 강남타워 9, 10층",,,,pending,https://www.nowlink.kr/store/fitness-인천-10,https://blog.naver.com/spoany_70,2026-04-27T01:58:41.135Z
"커넥트짐 구월동 헬스&amp;PT",헬스장,"인천광역시 남동구 인주대로 593 엔타스빌딩 1층 커넥트짐 구월점",,,,pending,https://www.nowlink.kr/store/fitness-인천-11,https://www.instagram.com/connectgym.pro,2026-04-27T01:58:41.135Z
"샤머니짐 송도점",헬스장,"인천광역시 연수구 컨벤시아대로 81 드림시티 7층",,,,pending,https://www.nowlink.kr/store/fitness-인천-12,https://www.instagram.com/shamanigym/,2026-04-27T01:58:41.135Z
"더피티짐 프리미엄 학원가점",헬스장,"인천광역시 연수구 해돋이로 160-19 카리스프라자 3층 301호",,,,pending,https://www.nowlink.kr/store/fitness-인천-13,https://theptgym.clickn.co.kr/,2026-04-27T01:58:41.135Z
"미라클짐 삼산점 헬스 GX 필라테스",헬스장,"인천광역시 부평구 길주로 643 거림타워 13층,14층",,,,pending,https://www.nowlink.kr/store/fitness-인천-14,https://www.instagram.com/miracle.gym02,2026-04-27T01:58:41.135Z
"스포애니 부평시장역점",헬스장,"인천광역시 부평구 부평대로 83 강남타워 9, 10층",,,,pending,https://www.nowlink.kr/store/fitness-인천-15,https://blog.naver.com/spoany_70,2026-04-27T01:58:41.135Z
"커넥트짐 구월동 헬스&amp;PT",헬스장,"인천광역시 남동구 인주대로 593 엔타스빌딩 1층 커넥트짐 구월점",,,,pending,https://www.nowlink.kr/store/fitness-인천-16,https://www.instagram.com/connectgym.pro,2026-04-27T01:58:41.135Z
"샤머니짐 송도점",헬스장,"인천광역시 연수구 컨벤시아대로 81 드림시티 7층",,,,pending,https://www.nowlink.kr/store/fitness-인천-17,https://www.instagram.com/shamanigym/,2026-04-27T01:58:41.135Z
"더피티짐 프리미엄 학원가점",헬스장,"인천광역시 연수구 해돋이로 160-19 카리스프라자 3층 301호",,,,pending,https://www.nowlink.kr/store/fitness-인천-18,https://theptgym.clickn.co.kr/,2026-04-27T01:58:41.135Z
"미라클짐 삼산점 헬스 GX 필라테스",헬스장,"인천광역시 부평구 길주로 643 거림타워 13층,14층",,,,pending,https://www.nowlink.kr/store/fitness-인천-19,https://www.instagram.com/miracle.gym02,2026-04-27T01:58:41.135Z
"스포애니 부평시장역점",헬스장,"인천광역시 부평구 부평대로 83 강남타워 9, 10층",,,,pending,https://www.nowlink.kr/store/fitness-인천-20,https://blog.naver.com/spoany_70,2026-04-27T01:58:41.135Z
"커넥트짐 구월동 헬스&amp;PT",헬스장,"인천광역시 남동구 인주대로 593 엔타스빌딩 1층 커넥트짐 구월점",,,,pending,https://www.nowlink.kr/store/fitness-인천-21,https://www.instagram.com/connectgym.pro,2026-04-27T01:58:41.135Z
"샤머니짐 송도점",헬스장,"인천광역시 연수구 컨벤시아대로 81 드림시티 7층",,,,pending,https://www.nowlink.kr/store/fitness-인천-22,https://www.instagram.com/shamanigym/,2026-04-27T01:58:41.135Z
"더피티짐 프리미엄 학원가점",헬스장,"인천광역시 연수구 해돋이로 160-19 카리스프라자 3층 301호",,,,pending,https://www.nowlink.kr/store/fitness-인천-23,https://theptgym.clickn.co.kr/,2026-04-27T01:58:41.135Z
"미라클짐 삼산점 헬스 GX 필라테스",헬스장,"인천광역시 부평구 길주로 643 거림타워 13층,14층",,,,pending,https://www.nowlink.kr/store/fitness-인천-24,https://www.instagram.com/miracle.gym02,2026-04-27T01:58:41.135Z
"스포애니 부평시장역점",헬스장,"인천광역시 부평구 부평대로 83 강남타워 9, 10층",,,,pending,https://www.nowlink.kr/store/fitness-인천-25,https://blog.naver.com/spoany_70,2026-04-27T01:58:41.135Z
"하노버 메디칼 운동센터 &amp; 재활PT",헬스장,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-1,https://hanover.co.kr,2026-04-27T01:58:42.206Z
"지젤 범어점 헬스 PT GX &amp; 스파",헬스장,"대구광역시 수성구 달구벌대로 2382-1 지하1층, 지상4층, 지상5층",,,,pending,https://www.nowlink.kr/store/fitness-대구-2,https://blog.naver.com/atmhjqnib,2026-04-27T01:58:42.206Z
"헬스&amp;PT 몰리짐 장기점",헬스장,"대구광역시 달서구 용산로 80 에이동",,,,pending,https://www.nowlink.kr/store/fitness-대구-3,https://www.instagram.com/mollygym_vol.3/,2026-04-27T01:58:42.206Z
"지젤 칠곡점 헬스 PT GX 요가",헬스장,"대구광역시 북구 동암로 90 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-4,https://www.instagram.com/giselle_chilgok/?next=%2F,2026-04-27T01:58:42.206Z
"피트온24 범어점",헬스장,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/fitness-대구-5,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:42.206Z
"하노버 메디칼 운동센터 &amp; 재활PT",헬스장,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-6,https://hanover.co.kr,2026-04-27T01:58:42.206Z
"지젤 범어점 헬스 PT GX &amp; 스파",헬스장,"대구광역시 수성구 달구벌대로 2382-1 지하1층, 지상4층, 지상5층",,,,pending,https://www.nowlink.kr/store/fitness-대구-7,https://blog.naver.com/atmhjqnib,2026-04-27T01:58:42.206Z
"헬스&amp;PT 몰리짐 장기점",헬스장,"대구광역시 달서구 용산로 80 에이동",,,,pending,https://www.nowlink.kr/store/fitness-대구-8,https://www.instagram.com/mollygym_vol.3/,2026-04-27T01:58:42.206Z
"지젤 칠곡점 헬스 PT GX 요가",헬스장,"대구광역시 북구 동암로 90 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-9,https://www.instagram.com/giselle_chilgok/?next=%2F,2026-04-27T01:58:42.206Z
"피트온24 범어점",헬스장,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/fitness-대구-10,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:42.206Z
"하노버 메디칼 운동센터 &amp; 재활PT",헬스장,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-11,https://hanover.co.kr,2026-04-27T01:58:42.206Z
"지젤 범어점 헬스 PT GX &amp; 스파",헬스장,"대구광역시 수성구 달구벌대로 2382-1 지하1층, 지상4층, 지상5층",,,,pending,https://www.nowlink.kr/store/fitness-대구-12,https://blog.naver.com/atmhjqnib,2026-04-27T01:58:42.206Z
"헬스&amp;PT 몰리짐 장기점",헬스장,"대구광역시 달서구 용산로 80 에이동",,,,pending,https://www.nowlink.kr/store/fitness-대구-13,https://www.instagram.com/mollygym_vol.3/,2026-04-27T01:58:42.206Z
"지젤 칠곡점 헬스 PT GX 요가",헬스장,"대구광역시 북구 동암로 90 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-14,https://www.instagram.com/giselle_chilgok/?next=%2F,2026-04-27T01:58:42.206Z
"피트온24 범어점",헬스장,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/fitness-대구-15,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:42.206Z
"하노버 메디칼 운동센터 &amp; 재활PT",헬스장,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-16,https://hanover.co.kr,2026-04-27T01:58:42.206Z
"지젤 범어점 헬스 PT GX &amp; 스파",헬스장,"대구광역시 수성구 달구벌대로 2382-1 지하1층, 지상4층, 지상5층",,,,pending,https://www.nowlink.kr/store/fitness-대구-17,https://blog.naver.com/atmhjqnib,2026-04-27T01:58:42.206Z
"헬스&amp;PT 몰리짐 장기점",헬스장,"대구광역시 달서구 용산로 80 에이동",,,,pending,https://www.nowlink.kr/store/fitness-대구-18,https://www.instagram.com/mollygym_vol.3/,2026-04-27T01:58:42.206Z
"지젤 칠곡점 헬스 PT GX 요가",헬스장,"대구광역시 북구 동암로 90 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-19,https://www.instagram.com/giselle_chilgok/?next=%2F,2026-04-27T01:58:42.206Z
"피트온24 범어점",헬스장,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/fitness-대구-20,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:42.206Z
"하노버 메디칼 운동센터 &amp; 재활PT",헬스장,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-21,https://hanover.co.kr,2026-04-27T01:58:42.206Z
"지젤 범어점 헬스 PT GX &amp; 스파",헬스장,"대구광역시 수성구 달구벌대로 2382-1 지하1층, 지상4층, 지상5층",,,,pending,https://www.nowlink.kr/store/fitness-대구-22,https://blog.naver.com/atmhjqnib,2026-04-27T01:58:42.206Z
"헬스&amp;PT 몰리짐 장기점",헬스장,"대구광역시 달서구 용산로 80 에이동",,,,pending,https://www.nowlink.kr/store/fitness-대구-23,https://www.instagram.com/mollygym_vol.3/,2026-04-27T01:58:42.206Z
"지젤 칠곡점 헬스 PT GX 요가",헬스장,"대구광역시 북구 동암로 90 3층",,,,pending,https://www.nowlink.kr/store/fitness-대구-24,https://www.instagram.com/giselle_chilgok/?next=%2F,2026-04-27T01:58:42.206Z
"피트온24 범어점",헬스장,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/fitness-대구-25,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:42.206Z
"헬스보이짐&amp;필라걸 둔산점",헬스장,"대전광역시 서구 대덕대로 226 명동프라자 2층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-1,https://blog.naver.com/healthboy_dunsan,2026-04-27T01:58:43.265Z
"랩스휘트니스 유성온천점",헬스장,"대전광역시 유성구 계룡로52번길 11 세움펠리피아 주상복합아파트 2층 201~205호",,,,pending,https://www.nowlink.kr/store/fitness-대전-2,https://blog.naver.com/rapsfit614,2026-04-27T01:58:43.265Z
"헬스바디필라핏 괴정점",헬스장,"대전광역시 서구 용문로 41-80 2층",,,,pending,https://www.nowlink.kr/store/fitness-대전-3,https://blog.naver.com/healthbody01,2026-04-27T01:58:43.265Z
"헬스보이짐 테크노밸리점",헬스장,"대전광역시 유성구 테크노중앙로 54 8층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-4,https://blog.naver.com/healthboy48,2026-04-27T01:58:43.265Z
"짐포스 갈마둔산점 헬스 PT",헬스장,"대전광역시 서구 둔산로 4 5층 짐포스 갈마둔산점",,,,pending,https://www.nowlink.kr/store/fitness-대전-5,https://blog.naver.com/gymforxe_2nd,2026-04-27T01:58:43.265Z
"헬스보이짐&amp;필라걸 둔산점",헬스장,"대전광역시 서구 대덕대로 226 명동프라자 2층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-6,https://blog.naver.com/healthboy_dunsan,2026-04-27T01:58:43.265Z
"랩스휘트니스 유성온천점",헬스장,"대전광역시 유성구 계룡로52번길 11 세움펠리피아 주상복합아파트 2층 201~205호",,,,pending,https://www.nowlink.kr/store/fitness-대전-7,https://blog.naver.com/rapsfit614,2026-04-27T01:58:43.265Z
"헬스바디필라핏 괴정점",헬스장,"대전광역시 서구 용문로 41-80 2층",,,,pending,https://www.nowlink.kr/store/fitness-대전-8,https://blog.naver.com/healthbody01,2026-04-27T01:58:43.265Z
"헬스보이짐 테크노밸리점",헬스장,"대전광역시 유성구 테크노중앙로 54 8층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-9,https://blog.naver.com/healthboy48,2026-04-27T01:58:43.265Z
"짐포스 갈마둔산점 헬스 PT",헬스장,"대전광역시 서구 둔산로 4 5층 짐포스 갈마둔산점",,,,pending,https://www.nowlink.kr/store/fitness-대전-10,https://blog.naver.com/gymforxe_2nd,2026-04-27T01:58:43.265Z
"헬스보이짐&amp;필라걸 둔산점",헬스장,"대전광역시 서구 대덕대로 226 명동프라자 2층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-11,https://blog.naver.com/healthboy_dunsan,2026-04-27T01:58:43.265Z
"랩스휘트니스 유성온천점",헬스장,"대전광역시 유성구 계룡로52번길 11 세움펠리피아 주상복합아파트 2층 201~205호",,,,pending,https://www.nowlink.kr/store/fitness-대전-12,https://blog.naver.com/rapsfit614,2026-04-27T01:58:43.265Z
"헬스바디필라핏 괴정점",헬스장,"대전광역시 서구 용문로 41-80 2층",,,,pending,https://www.nowlink.kr/store/fitness-대전-13,https://blog.naver.com/healthbody01,2026-04-27T01:58:43.265Z
"헬스보이짐 테크노밸리점",헬스장,"대전광역시 유성구 테크노중앙로 54 8층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-14,https://blog.naver.com/healthboy48,2026-04-27T01:58:43.265Z
"짐포스 갈마둔산점 헬스 PT",헬스장,"대전광역시 서구 둔산로 4 5층 짐포스 갈마둔산점",,,,pending,https://www.nowlink.kr/store/fitness-대전-15,https://blog.naver.com/gymforxe_2nd,2026-04-27T01:58:43.265Z
"헬스보이짐&amp;필라걸 둔산점",헬스장,"대전광역시 서구 대덕대로 226 명동프라자 2층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-16,https://blog.naver.com/healthboy_dunsan,2026-04-27T01:58:43.265Z
"랩스휘트니스 유성온천점",헬스장,"대전광역시 유성구 계룡로52번길 11 세움펠리피아 주상복합아파트 2층 201~205호",,,,pending,https://www.nowlink.kr/store/fitness-대전-17,https://blog.naver.com/rapsfit614,2026-04-27T01:58:43.265Z
"헬스바디필라핏 괴정점",헬스장,"대전광역시 서구 용문로 41-80 2층",,,,pending,https://www.nowlink.kr/store/fitness-대전-18,https://blog.naver.com/healthbody01,2026-04-27T01:58:43.265Z
"헬스보이짐 테크노밸리점",헬스장,"대전광역시 유성구 테크노중앙로 54 8층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-19,https://blog.naver.com/healthboy48,2026-04-27T01:58:43.265Z
"짐포스 갈마둔산점 헬스 PT",헬스장,"대전광역시 서구 둔산로 4 5층 짐포스 갈마둔산점",,,,pending,https://www.nowlink.kr/store/fitness-대전-20,https://blog.naver.com/gymforxe_2nd,2026-04-27T01:58:43.265Z
"헬스보이짐&amp;필라걸 둔산점",헬스장,"대전광역시 서구 대덕대로 226 명동프라자 2층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-21,https://blog.naver.com/healthboy_dunsan,2026-04-27T01:58:43.265Z
"랩스휘트니스 유성온천점",헬스장,"대전광역시 유성구 계룡로52번길 11 세움펠리피아 주상복합아파트 2층 201~205호",,,,pending,https://www.nowlink.kr/store/fitness-대전-22,https://blog.naver.com/rapsfit614,2026-04-27T01:58:43.265Z
"헬스바디필라핏 괴정점",헬스장,"대전광역시 서구 용문로 41-80 2층",,,,pending,https://www.nowlink.kr/store/fitness-대전-23,https://blog.naver.com/healthbody01,2026-04-27T01:58:43.265Z
"헬스보이짐 테크노밸리점",헬스장,"대전광역시 유성구 테크노중앙로 54 8층 헬스보이짐",,,,pending,https://www.nowlink.kr/store/fitness-대전-24,https://blog.naver.com/healthboy48,2026-04-27T01:58:43.265Z
"짐포스 갈마둔산점 헬스 PT",헬스장,"대전광역시 서구 둔산로 4 5층 짐포스 갈마둔산점",,,,pending,https://www.nowlink.kr/store/fitness-대전-25,https://blog.naver.com/gymforxe_2nd,2026-04-27T01:58:43.265Z
"에스짐 헬스PT 용봉점",헬스장,"광주광역시 북구 비엔날레로 80 7층",,,,pending,https://www.nowlink.kr/store/fitness-광주-1,https://blog.naver.com/sgym14/223917864659,2026-04-27T01:58:44.266Z
"짐플릭스 수완점",헬스장,"광주광역시 광산구 임방울대로 342 8층",,,,pending,https://www.nowlink.kr/store/fitness-광주-2,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"짐플릭스 첨단점",헬스장,"광주광역시 광산구 임방울대로800번길 72 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-3,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"WE휘트니스 첨단점 헬스 PT 필라테스",헬스장,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/fitness-광주-4,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:44.266Z
"NS휘트니스 진월점 헬스장 PT",헬스장,"광주광역시 남구 서문대로 700 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-5,https://nsfitness.imweb.me,2026-04-27T01:58:44.266Z
"에스짐 헬스PT 용봉점",헬스장,"광주광역시 북구 비엔날레로 80 7층",,,,pending,https://www.nowlink.kr/store/fitness-광주-6,https://blog.naver.com/sgym14/223917864659,2026-04-27T01:58:44.266Z
"짐플릭스 수완점",헬스장,"광주광역시 광산구 임방울대로 342 8층",,,,pending,https://www.nowlink.kr/store/fitness-광주-7,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"짐플릭스 첨단점",헬스장,"광주광역시 광산구 임방울대로800번길 72 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-8,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"WE휘트니스 첨단점 헬스 PT 필라테스",헬스장,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/fitness-광주-9,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:44.266Z
"NS휘트니스 진월점 헬스장 PT",헬스장,"광주광역시 남구 서문대로 700 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-10,https://nsfitness.imweb.me,2026-04-27T01:58:44.266Z
"에스짐 헬스PT 용봉점",헬스장,"광주광역시 북구 비엔날레로 80 7층",,,,pending,https://www.nowlink.kr/store/fitness-광주-11,https://blog.naver.com/sgym14/223917864659,2026-04-27T01:58:44.266Z
"짐플릭스 수완점",헬스장,"광주광역시 광산구 임방울대로 342 8층",,,,pending,https://www.nowlink.kr/store/fitness-광주-12,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"짐플릭스 첨단점",헬스장,"광주광역시 광산구 임방울대로800번길 72 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-13,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"WE휘트니스 첨단점 헬스 PT 필라테스",헬스장,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/fitness-광주-14,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:44.266Z
"NS휘트니스 진월점 헬스장 PT",헬스장,"광주광역시 남구 서문대로 700 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-15,https://nsfitness.imweb.me,2026-04-27T01:58:44.266Z
"에스짐 헬스PT 용봉점",헬스장,"광주광역시 북구 비엔날레로 80 7층",,,,pending,https://www.nowlink.kr/store/fitness-광주-16,https://blog.naver.com/sgym14/223917864659,2026-04-27T01:58:44.266Z
"짐플릭스 수완점",헬스장,"광주광역시 광산구 임방울대로 342 8층",,,,pending,https://www.nowlink.kr/store/fitness-광주-17,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
"짐플릭스 첨단점",헬스장,"광주광역시 광산구 임방울대로800번길 72 3층",,,,pending,https://www.nowlink.kr/store/fitness-광주-18,https://www.gymflix.co.kr/,2026-04-27T01:58:44.266Z
